-8.8263,-9.5359,-10.136,-10.594,-10.675,-10.493,-9.9095,-9.0103,-7.7737,-6.1733,-4.4892,-2.3649,-0.63826,1.0257,2.4917,3.2047,3.4881,3.4645,3.4247,2.8983,1.887,0.39292,-1.815,-4.0098,-5.7606,-7.595,-8.8263
-5.0326,-4.2127,-3.1887,-1.9604,-0.49211,1.4447,2.6605,3.9567,4.8085,5.6827,6.1935,6.3767,6.2975,5.9407,5.0693,3.8109,2.5289,1.0525,-0.48298,-1.8444,-2.9841,-4.1475,-4.8399,-5.5294,-5.7195,-5.5273,-5.0326
-8.105,-7.7615,-7.4849,-7.2701,-7.3975,-7.532,-7.9777,-8.49,-9.2396,-9.9256,-10.508,-11.076,-11.351,-11.514,-11.705,-12.005,-12.262,-12.482,-12.528,-12.535,-12.508,-12.311,-11.925,-11.058,-10.15,-8.9826,-8.105
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
