,R11v2,R14v3,R17v2,R20v3,R23v3,R26v2,R29v2,R32v3,R35v1
0,0.07631250000000023,0.035265625000000966,0.014838541666666316,0.01792187500000253,0.05819791666666774,0.023703125000000824,0.1693906250000019,0.1826875000000001,0.33550520833333053
