101,102,103,201,202,301,302,303,401,402,403,404,501,502,503,504,505,511,601,611,602,603,604,605,701,702,703,704,705,706,801,802,803,804,805,806,807,811,901,902,903,904,905,906,907,908
    nan,nan,nan,nan,nan,nan,nan,nan,8.29569,8.29569,8.29569,8.29569,9.934812,9.934812,9.934812,9.934812,9.934812,9.934812,14.76,14.76,14.76,14.76,14.76,14.76,9.934812,9.934812,9.934812,9.934812,9.934812,9.934812,12.35152,12.35152,12.35152,12.35152,12.35152,12.35152,12.35152,12.35152,12.35151879,12.35151879,12.35151879,12.35151879,12.35151879,12.35151879,12.35151879,12.35151879
    nan,nan,nan,nan,nan,nan,nan,nan,9.11716,9.11716,9.11716,9.11716,10.97728,10.97728,10.97728,10.97728,10.97728,10.97728,16.36,16.36,16.36,16.36,16.36,16.36,10.97728,10.97728,10.97728,10.97728,10.97728,10.97728,14.0352,14.0352,14.0352,14.0352,14.0352,14.0352,14.0352,14.0352,14.03519676,14.03519676,14.03519676,14.03519676,14.03519676,14.03519676,14.03519676,14.03519676
    nan,nan,nan,nan,nan,nan,nan,nan,9.93863,9.93863,9.93863,9.93863,12.02589,12.02589,12.02589,12.02589,12.02589,12.02589,17.96,17.96,17.96,17.96,17.96,17.96,12.02589,12.02589,12.02589,12.02589,12.02589,12.02589,15.74016,15.74016,15.74016,15.74016,15.74016,15.74016,15.74016,15.74016,15.74016353,15.74016353,15.74016353,15.74016353,15.74016353,15.74016353,15.74016353,15.74016353
    nan,nan,nan,nan,nan,nan,nan,nan,10.77167,10.77167,10.77167,10.77167,13.08125,13.08125,13.08125,13.08125,13.08125,13.08125,19.56,19.56,19.56,19.56,19.56,19.56,13.08125,13.08125,13.08125,13.08125,13.08125,13.08125,17.4688,17.4688,17.4688,17.4688,17.4688,17.4688,17.4688,17.4688,17.46880252,17.46880252,17.46880252,17.46880252,17.46880252,17.46880252,17.46880252,17.46880252
    nan,nan,nan,nan,nan,nan,nan,nan,11.59314,11.59314,11.59314,11.59314,14.14394,14.14394,14.14394,14.14394,14.14394,14.14394,20.36,20.36,20.36,20.36,20.36,20.36,14.14394,14.14394,14.14394,14.14394,14.14394,14.14394,19.22352,19.22352,19.22352,19.22352,19.22352,19.22352,19.22352,19.22352,19.22352029,19.22352029,19.22352029,19.22352029,19.22352029,19.22352029,19.22352029,19.22352029
    nan,nan,nan,nan,nan,nan,nan,nan,12.43775,12.43775,12.43775,12.43775,15.2146,15.2146,15.2146,15.2146,15.2146,15.2146,21.16,21.16,21.16,21.16,21.16,21.16,15.2146,15.2146,15.2146,15.2146,15.2146,15.2146,20.11141,20.11141,20.11141,20.11141,20.11141,20.11141,20.11141,20.11141,21.0067234,21.0067234,21.0067234,21.0067234,21.0067234,21.0067234,21.0067234,21.0067234
    nan,nan,nan,nan,nan,nan,nan,nan,13.27079,13.27079,13.27079,13.27079,16.29378,16.29378,16.29378,16.29378,16.29378,16.29378,21.96,21.96,21.96,21.96,21.96,21.96,16.29378,16.29378,16.29378,16.29378,16.29378,16.29378,21.00672,21.00672,21.00672,21.00672,21.00672,21.00672,21.00672,21.00672,22.82079527,22.82079527,22.82079527,22.82079527,22.82079527,22.82079527,22.82079527,22.82079527
    nan,nan,nan,nan,nan,nan,nan,nan,14.1154,14.1154,14.1154,14.1154,17.38211,17.38211,17.38211,17.38211,17.38211,17.38211,22.75999,22.75999,22.75999,22.75999,22.75999,22.75999,17.38211,17.38211,17.38211,17.38211,17.38211,17.38211,21.90975,21.90975,21.90975,21.90975,21.90975,21.90975,21.90975,21.90975,23.74017061,23.74017061,23.74017061,23.74017061,23.74017061,23.74017061,23.74017061,23.74017061
    nan,nan,nan,nan,nan,nan,nan,nan,14.97158,14.97158,14.97158,14.97158,18.48018,18.48018,18.48018,18.48018,18.48018,18.48018,24.36,24.36,24.36,24.36,24.36,24.36,18.48018,18.48018,18.48018,18.48018,18.48018,18.48018,22.8208,22.8208,22.8208,22.8208,22.8208,22.8208,22.8208,22.8208,24.6681656,24.6681656,24.6681656,24.6681656,24.6681656,24.6681656,24.6681656,24.6681656
    nan,nan,nan,nan,nan,nan,nan,nan,15.82776,15.82776,15.82776,15.82776,19.58861,19.58861,19.58861,19.58861,19.58861,19.58861,nan,nan,nan,nan,nan,nan,19.58861,19.58861,19.58861,19.58861,19.58861,19.58861,23.74017,23.74017,23.74017,23.74017,23.74017,23.74017,23.74017,23.74017,25.60506949,25.60506949,25.60506949,25.60506949,25.60506949,25.60506949,25.60506949,25.60506949
    nan,nan,nan,nan,nan,nan,nan,nan,16.68394,16.68394,16.68394,16.68394,20.70797,20.70797,20.70797,20.70797,20.70797,20.70797,nan,nan,nan,nan,nan,nan,20.70797,20.70797,20.70797,20.70797,20.70797,20.70797,24.66817,24.66817,24.66817,24.66817,24.66817,24.66817,24.66817,24.66817,26.55119467,26.55119467,26.55119467,26.55119467,26.55119467,26.55119467,26.55119467,26.55119467
    nan,nan,nan,nan,nan,nan,nan,nan,18.43101,18.43101,18.43101,18.43101,21.83888,21.83888,21.83888,21.83888,21.83888,21.83888,nan,nan,nan,nan,nan,nan,21.83888,21.83888,21.83888,21.83888,21.83888,21.83888,25.60507,25.60507,25.60507,25.60507,25.60507,25.60507,25.60507,25.60507,27.50685353,27.50685353,27.50685353,27.50685353,27.50685353,27.50685353,27.50685353,27.50685353
    nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22.98193,22.98193,22.98193,22.98193,22.98193,22.98193,26.55119,26.55119,26.55119,26.55119,26.55119,26.55119,26.55119,26.55119,28.47232375,28.47232375,28.47232375,28.47232375,28.47232375,28.47232375,28.47232375,28.47232375
    nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24.13773,24.13773,24.13773,24.13773,24.13773,24.13773,27.50685,27.50685,27.50685,27.50685,27.50685,27.50685,27.50685,27.50685,29.44790615,29.44790615,29.44790615,29.44790615,29.44790615,29.44790615,29.44790615,29.44790615
    nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.30686,25.30686,25.30686,25.30686,25.30686,25.30686,28.47232,28.47232,28.47232,28.47232,28.47232,28.47232,28.47232,28.47232,30.43392469,30.43392469,30.43392469,30.43392469,30.43392469,30.43392469,30.43392469,30.43392469
    nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.48995,26.48995,26.48995,26.48995,26.48995,26.48995,29.44791,29.44791,29.44791,29.44791,29.44791,29.44791,29.44791,29.44791,32.43840405,32.43840405,32.43840405,32.43840405,32.43840405,32.43840405,32.43840405,32.43840405
    nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.68758,27.68758,27.68758,27.68758,27.68758,27.68758,30.43392,30.43392,30.43392,30.43392,30.43392,30.43392,30.43392,30.43392,nan,nan,nan,nan,nan,nan,nan,nan
