101,102,103,201,202,301,302,303,401,402,403,404,501,502,503,504,505,511,601,611,602,603,604,605,701,702,703,704,705,706,801,802,803,804,805,806,807,811,901,902,903,904,905,906,907,908
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90244978,1.90244978,1.90244978,2.39999981,2.39999981,2.34999427,2.34999427,2.34999427,1.83963,1.83963,1.83963,1.83963,1.744247,1.744247,1.744247,1.744247,1.744247,1.744247,1.960004,1.960004,1.960004,1.960004,1.960004,1.960004,1.744247,1.744247,1.744247,1.744247,1.744247,1.744247,1.760549,1.760549,1.760549,1.760549,1.760549,1.760549,1.760549,1.760549,1.76054905,1.76054905,1.76054905,1.76054905,1.76054905,1.76054905,1.76054905,1.76054905
3.07659862,3.07659862,3.07659862,4.40000158,4.40000158,4.34999604,4.34999604,4.34999604,2.63796,2.63796,2.63796,2.63796,2.759167,2.759167,2.759167,2.759167,2.759167,2.759167,3.559996,3.559996,3.559996,3.559996,3.559996,3.559996,2.759167,2.759167,2.759167,2.759167,2.759167,2.759167,2.561922,2.561922,2.561922,2.561922,2.561922,2.561922,2.561922,2.561922,2.56192196,2.56192196,2.56192196,2.56192196,2.56192196,2.56192196,2.56192196,2.56192196
4.27398902,4.27398902,4.27398902,6.30000384,6.30000384,6.34999781,6.34999781,6.34999781,3.44786,3.44786,3.44786,3.44786,3.77543,3.77543,3.77543,3.77543,3.77543,3.77543,5.16,5.16,5.16,5.16,5.16,5.16,3.77543,3.77543,3.77543,3.77543,3.77543,3.77543,3.364406,3.364406,3.364406,3.364406,3.364406,3.364406,3.364406,3.364406,3.36440559,3.36440559,3.36440559,3.36440559,3.36440559,3.36440559,3.36440559,3.36440559
5.5005987,5.5005987,5.5005987,8.19999453,8.19999453,8.34999958,8.34999958,8.34999958,4.24619,4.24619,4.24619,4.24619,4.793636,4.793636,4.793636,4.793636,4.793636,4.793636,6.760004,6.760004,6.760004,6.760004,6.760004,6.760004,4.793636,4.793636,4.793636,4.793636,4.793636,4.793636,4.168324,4.168324,4.168324,4.168324,4.168324,4.168324,4.168324,4.168324,4.1683239,4.1683239,4.1683239,4.1683239,4.1683239,4.1683239,4.1683239,4.1683239
6.76241692,6.76241692,6.76241692,10.09999679,10.09999679,10.3500014,10.3500014,10.3500014,5.05609,5.05609,5.05609,5.05609,5.814376,5.814376,5.814376,5.814376,5.814376,5.814376,8.359996,8.359996,8.359996,8.359996,8.359996,8.359996,5.814376,5.814376,5.814376,5.814376,5.814376,5.814376,5.781598,5.781598,5.781598,5.781598,5.781598,5.781598,5.781598,5.781598,5.78159842,5.78159842,5.78159842,5.78159842,5.78159842,5.78159842,5.78159842,5.78159842
8.06543294,8.06543294,8.06543294,12.19999807,12.19999807,12.4500026,12.4500026,12.4500026,5.86599,5.86599,5.86599,5.86599,6.838275,6.838275,6.838275,6.838275,6.838275,6.838275,9.96,9.96,9.96,9.96,9.96,9.96,6.838275,6.838275,6.838275,6.838275,6.838275,6.838275,7.404164,7.404164,7.404164,7.404164,7.404164,7.404164,7.404164,7.404164,7.40416365,7.40416365,7.40416365,7.40416365,7.40416365,7.40416365,7.40416365,7.40416365
9.41562448,9.41562448,9.41562448,nan,nan,14.7500029,14.7500029,14.7500029,6.67589,6.67589,6.67589,6.67589,7.865911,7.865911,7.865911,7.865911,7.865911,7.865911,11.56,11.56,11.56,11.56,11.56,11.56,7.865911,7.865911,7.865911,7.865911,7.865911,7.865911,9.038403,9.038403,9.038403,9.038403,9.038403,9.038403,9.038403,9.038403,9.03840301,9.03840301,9.03840301,9.03840301,9.03840301,9.03840301,9.03840301,9.03840301
    nan,nan,nan,nan,nan,nan,nan,nan,7.48579,7.48579,7.48579,7.48579,8.897885,8.897885,8.897885,8.897885,8.897885,8.897885,13.16,13.16,13.16,13.16,13.16,13.16,8.897885,8.897885,8.897885,8.897885,8.897885,8.897885,10.68672,10.68672,10.68672,10.68672,10.68672,10.68672,10.68672,10.68672,10.68672306,10.68672306,10.68672306,10.68672306,10.68672306,10.68672306,10.68672306,10.68672306
