MaxMod,WheelNo,WheelID,Outputfactor [MU/Gy],BM3/SMC1,BM1/SMC1,SMC1/SMC2,SMC1io,SMC1ud,SMC1lr,SMC2io,SMC2ud,SMC2lr,,,,,,,,,,,,
10.5,101,81110001,520965*a-732.0359*a^2 -71763700,44.086-0.85776*a^1+0.0060654*a^2-0.000018556*a^3+0.000000020848*a^4,4.465*a^1-0.022912*a^2+0.000050867*a^3-0.000000040813*a^4 -318.92,61.565*a^1-0.3597*a^2+0.00093294*a^3-0.0000009063*a^4 -3944.4,0.86161-0.0033502*a^1+0.0000052148*a^2,3.9296-0.021777*a^1+0.000042219*a^2,0.011791*a^1-0.00002392*a^2 -0.54585,0.76668-0.0029755*a^1+0.0000046799*a^2,3.4467-0.01867*a^1+0.000036527*a^2,0.0090057*a^1-0.000018599*a^2 -0.17249
9,102,81109501,100307000-808521*a+1800.7523*a^2,0.15831*a^1-0.00060142*a^2+0.00000075631*a^3 -13.559,0.70682*a^1-0.0026997*a^2+0.0000034203*a^3 -60.661,0.86142*a^1-0.0033641*a^2+0.0000043704*a^3 -70.793,0.83165-0.0030947*a^1+0.0000046348*a^2,1.9532-0.00583*a^1+0.000010247*a^2,0.7968+0.00089186*a^1-0.0000018749*a^2,0.75268-0.0028418*a^1+0.0000043367*a^2,2.1367-0.0078913*a^1+0.00001451*a^2,0.74677+0.0013478*a^1-0.0000027335*a^2
7.3,103,81107501,61269500-486764*a+1122.9242*a^2,6.1537-0.070249*a^1+0.00028035*a^2-0.00000037505*a^3,13.466-0.15698*a^1+0.00065027*a^2-0.00000090165*a^3,0.19751*a^1-0.00074047*a^2+0.00000091892*a^3 -14.859,0.8009-0.0028257*a^1+0.0000040534*a^2,1.0251+0.0013171*a^1-0.0000035027*a^2,1.6175-0.0052304*a^1+0.0000095441*a^2,0.73706-0.0026915*a^1+0.0000039856*a^2,1.1612-0.00031552*a^1-0.00000018946*a^2,1.4739-0.004086*a^1+0.0000074224*a^2
