    nan,nan,nan,nan,nan,nan,nan,nan,0.036444,0.041103,0.046262,0.054269,0.02726,0.029544,0.032683,0.037306,nan,0.028876,0.0362,0.039449,0.041498,0.045207,nan,nan,0.025192,0.027823,0.030202,0.033861,0.038539,nan,0.03542,0.038591,0.041853,0.045434,0.049591,0.05472,nan,0.037165,0.03516,0.037981,0.04063,0.04348,0.046929,0.051151,nan,nan
    nan,nan,nan,nan,nan,nan,nan,nan,0.017111,0.019298,0.021721,nan,0.02925,0.031701,0.035069,0.040029,nan,0.030984,0.0354,0.038577,0.040581,0.044208,nan,nan,0.024404,0.026953,0.029258,0.032803,0.037335,nan,0.03404,0.037088,0.040222,0.043664,0.047659,nan,nan,0.035717,0.03311,0.035766,0.038261,0.040945,0.044193,0.048168,nan,nan
    nan,nan,nan,nan,nan,nan,nan,nan,0.037556,0.042356,0.047673,nan,0.02481,0.026889,0.029746,0.033953,nan,0.026281,0.03534,0.038512,0.040512,nan,nan,nan,0.023668,0.026139,0.028375,0.031812,0.036208,nan,0.0329,0.035846,0.038875,0.042202,0.046063,nan,nan,0.03452,0.03144,0.033962,0.036331,0.03888,0.041964,nan,nan,nan
    nan,nan,nan,nan,nan,nan,nan,nan,0.012,0.013534,0.015233,nan,0.02874,0.031148,0.034457,nan,nan,0.030444,0.03452,0.032213,0.039572,nan,nan,nan,0.023123,0.025537,0.027721,0.03108,nan,nan,0.03238,0.035279,0.038261,0.041535,nan,nan,nan,0.033975,0.0304,0.032839,0.035129,0.037594,0.040576,nan,nan,nan
    nan,nan,nan,nan,nan,nan,nan,nan,0.039778,0.044862,0.050494,nan,0.02324,0.025187,0.027863,nan,nan,0.024618,0.00171,0.001863,0.00196,nan,nan,nan,0.022608,0.024969,0.027104,0.030388,nan,nan,0.03163,0.034462,0.037374,0.040573,nan,nan,nan,0.033188,0.02997,0.032374,0.034632,0.037062,nan,nan,nan,nan
    nan,nan,nan,nan,nan,nan,nan,nan,0.009778,0.011028,0.012412,nan,0.02897,0.031397,0.034733,nan,nan,0.030688,0.03407,0.026317,nan,nan,nan,nan,0.022164,0.024478,0.026572,0.029791,nan,nan,0.00134,0.00146,0.001583,0.001719,nan,nan,nan,0.001406,0.02945,0.031813,0.034031,0.036419,nan,nan,nan,nan
    nan,nan,nan,nan,nan,nan,nan,nan,0.042,0.047368,nan,nan,0.02241,0.024288,0.026868,nan,nan,0.023739,0.00218,0.002376,nan,nan,nan,nan,0.022416,0.024757,0.026874,0.03013,nan,nan,0.0294,0.032032,0.034739,nan,nan,nan,nan,0.030848,0.02833,0.030603,0.032737,nan,nan,nan,nan,nan
    nan,nan,nan,nan,nan,nan,nan,nan,0.007333,0.008271,nan,nan,0.03028,0.032817,nan,nan,nan,0.032075,0.03637,0.018013,nan,nan,nan,nan,0.022134,0.024445,0.026535,nan,nan,nan,0.00383,0.004173,0.004526,nan,nan,nan,nan,0.004019,0.0016,0.001728,0.001849,nan,nan,nan,nan,nan
    nan,nan,nan,nan,nan,nan,nan,nan,0.044,0.049624,nan,nan,0.02333,0.025285,nan,nan,nan,0.024713,0.04709,0.008073,nan,nan,nan,nan,0.022436,0.024779,0.026898,nan,nan,nan,0.02829,0.030823,0.033428,nan,nan,nan,nan,0.029683,0.02681,0.028961,0.030981,nan,nan,nan,nan,nan
    nan,nan,nan,nan,nan,nan,nan,nan,0.005556,0.006266,nan,nan,0.035,0.037933,nan,nan,nan,0.026459,nan,nan,nan,nan,nan,nan,0.022305,0.024635,0.026741,nan,nan,nan,0.00519,0.005655,0.006133,nan,nan,nan,nan,0.005446,0.00291,0.003143,nan,nan,nan,nan,nan,nan
    nan,nan,nan,nan,nan,nan,nan,nan,0.049778,nan,nan,nan,0.02222,nan,nan,nan,nan,0.020353,nan,nan,nan,nan,nan,nan,0.023264,0.025693,0.027891,nan,nan,nan,0.02896,0.031553,nan,nan,nan,nan,nan,0.030386,0.0264,0.028518,nan,nan,nan,nan,nan,nan
    nan,nan,nan,nan,nan,nan,nan,nan,0.063556,nan,nan,nan,0.05725,nan,nan,nan,nan,0.012874,nan,nan,nan,nan,nan,nan,0.022739,0.025114,nan,nan,nan,nan,0.00559,0.006091,nan,nan,nan,nan,nan,0.005865,0.00379,0.004094,nan,nan,nan,nan,nan,nan
    nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.025242,0.027878,nan,nan,nan,nan,0.02993,0.03261,nan,nan,nan,nan,nan,0.031404,0.02725,0.029436,nan,nan,nan,nan,nan,nan
    nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.023345,0.025783,nan,nan,nan,nan,0.00704,0.00767,nan,nan,nan,nan,nan,0.007387,0.00337,nan,nan,nan,nan,nan,nan,nan
    nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.029834,nan,nan,nan,nan,nan,0.0328,nan,nan,nan,nan,nan,nan,0.018677,0.03112,nan,nan,nan,nan,nan,nan,nan
    nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.022971,nan,nan,nan,nan,nan,0.00694,nan,nan,nan,nan,nan,nan,0.005246,0.03978,nan,nan,nan,nan,nan,nan,nan
    nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.041754,nan,nan,nan,nan,nan,0.04244,nan,nan,nan,nan,nan,nan,0.013053,nan,nan,nan,nan,nan,nan,nan,nan
